,基金代码,基金名称,开始日期,类型
6935,003779,上投安瑞回报C,2017-01-25,混合式基金
6936,003783,招商稳阳定开灵活配置C,2017-02-23,混合式基金
6937,003788,方正富邦惠利纯债C,2016-12-19,债券基金
6938,003792,民生现金宝C,2017-04-24,货币基金
6939,003794,泰达宏利溢利债券C,2017-01-22,债券基金
6940,003796,方正富邦睿利纯债C,2016-12-16,债券基金
6941,003798,华安新瑞利灵活配置混合C,2016-12-01,混合式基金
6942,003800,华安新泰利混合C,2016-12-09,混合式基金
6943,003802,华安新安平混合C,2017-01-10,混合式基金
6944,003804,华安新丰利混合C,2016-12-29,混合式基金
6945,003806,华安新恒利混合C,2016-12-09,混合式基金
6946,003808,南方荣优C,2017-03-24,混合式基金
6947,003810,招商招顺纯债C,2016-12-07,债券基金
6948,003812,中金金利C,2016-12-13,债券基金
6949,003815,银华上证10年期国债指数C,2016-12-05,债券基金
6950,003816,银华日利B,2016-11-23,货币基金
6951,003818,银华上证5年期国债指数C,2016-12-05,债券基金
6952,003821,华夏新锦鸿混合C,2016-12-06,混合式基金
6953,003825,天弘信利C,2016-12-16,债券基金
6954,003827,华夏鼎汇债券C,2017-01-18,债券基金
6955,003838,东方臻享纯债债券C,2016-11-28,债券基金
6956,003840,易方达瑞通C,2016-12-07,混合式基金
6957,003843,中邮景泰C,2016-12-29,混合式基金
6958,003846,汇安丰恒混合C,2017-03-13,混合式基金
6959,003849,中银广利混合C,2016-12-14,混合式基金
6960,003851,中银锦利混合C,2016-12-22,混合式基金
6961,003855,汇安丰华混合C,2017-01-10,混合式基金
6962,003858,前海开源周期优选混合C,2017-01-25,混合式基金
6963,003860,招商招旭纯债C,2016-12-15,债券基金
6964,003862,招商兴福混合C,2016-12-06,混合式基金
6965,003864,招商招祥纯债C,2016-12-07,债券基金
6966,003865,创金合信量化多因子股票C,2017-01-06,股票基金
6967,003868,招商招景纯债C,2017-03-08,债券基金
6968,003871,华泰柏瑞天添宝货币B,2016-11-23,货币基金
6969,003875,浙商日添金B,2016-12-01,货币基金
6970,003878,富国久利稳健配置混合型C,2016-12-27,混合式基金
6971,003881,嘉实定期宝6个月理财债券B,2017-03-23,货币基金
6972,003883,易方达瑞弘C,2017-01-11,混合式基金
6973,003885,汇安沪深300指数增强C,2017-01-25,股票基金
6974,003887,汇安丰利混合C,2016-12-19,混合式基金
6975,003890,汇安丰泽混合C,2017-01-13,混合式基金
6976,003896,安信新视野混合C,2016-12-19,混合式基金
6977,003903,德邦锐璟债券C,2016-12-16,债券基金
6978,003907,华夏新锦图混合C,2016-12-29,混合式基金
6979,003909,万家家泰C,2017-03-03,债券基金
6980,003911,万家家盛C,2017-03-09,债券基金
6981,003913,泰达宏利启富混合C,2017-03-15,混合式基金
6982,003915,泰达宏利启迪混合C,2017-03-01,混合式基金
6983,003917,泰达宏利启泽混合C,2017-03-01,混合式基金
6984,003919,泰达宏利启明混合C,2017-03-01,混合式基金
6985,003923,长盛盛康C,2017-02-13,债券基金
6986,003925,长盛盛泰混合C,2017-03-20,混合式基金
6987,003927,中融恒信纯债C,2017-08-09,债券基金
6988,003930,中银证券安进债券C,2016-12-05,债券基金
6989,003933,银华中证5年期地方政府债指数C,2017-06-01,债券基金
6990,003935,银华中证10年期地方政府债指数C,2017-06-16,债券基金
6991,003937,南方和利C,2017-01-25,债券基金
6992,003939,南方荣尊C,2017-05-22,混合式基金
6993,003942,国泰鑫益灵活配置混合C,2016-12-09,混合式基金
6994,003944,国泰泽益灵活配置混合C,2016-12-09,混合式基金
6995,003946,国泰众益灵活配置混合C,2017-03-01,混合式基金
6996,003951,博时鑫润混合C,2016-12-07,混合式基金
6997,003953,兴业18个月定开债券C,2017-03-20,债券基金
6998,003958,安信新起点混合C,2017-03-16,混合式基金
6999,003960,平安大华量化混合C,2017-01-23,混合式基金
7000,003962,易方达瑞程C,2016-12-15,混合式基金
7001,003965,华夏新锦略混合C,2017-01-22,混合式基金
7002,003967,中银润利混合C,2016-12-14,混合式基金
7003,003969,交银天益宝货币E,2016-12-20,货币基金
7004,003971,华泰柏瑞兴利混合C,2016-12-29,混合式基金
7005,003973,国富美元债定期债券(QDII)美元现汇,2017-01-25,债券基金
7006,003975,中信建投睿泰C,2017-02-14,混合式基金
7007,003977,中信建投稳惠C,2017-03-03,债券基金
7008,003979,中信建投稳祥C,2017-03-03,债券基金
7009,003981,中银证券瑞益混合C,2017-01-25,混合式基金
7010,003985,嘉实新能源新材料股票C,2017-03-16,股票基金
7011,003988,银华中债-10年期金融债指数C,2017-04-17,债券基金
7012,003990,银华中债5年期金融债指数C,2017-04-17,债券基金
7013,003992,富国富利稳健配置混合型C,2017-01-25,混合式基金
7014,003994,华富货币B,2017-05-26,货币基金
7015,003996,银华中债AAA信用债指数C,2017-06-21,债券基金
7016,003998,泓德添利货币B,2017-05-04,货币基金
7017,004002,泰达宏利恒利债券C,2017-01-22,债券基金
7018,004004,泰达宏利启惠混合C,2017-03-01,混合式基金
7019,004006,东方民丰回报赢安混合C,2017-03-09,混合式基金
7020,004009,中融鑫思路混合C,2017-01-16,混合式基金
7021,004011,华泰柏瑞鼎利混合C,2016-12-22,混合式基金
7022,004013,华泰柏瑞裕利混合C,2017-01-13,混合式基金
7023,004015,华泰柏瑞锦利混合C,2017-01-13,混合式基金
7024,004019,招商兴华灵活混合C,2016-12-16,混合式基金
7025,004022,广发汇富一年定期债券C,2017-02-13,债券基金
7026,004026,融通收益增强债券C,2017-08-30,债券基金
7027,004028,广发景源纯债C,2017-02-17,债券基金
7028,004035,博时弘康18个月定开C,2017-03-24,债券基金
7029,004037,鹏华弘樽混合C,2016-12-29,混合式基金
7030,004041,金鹰医疗健康产业股票C,2017-08-01,股票基金
7031,004043,华夏鼎茂债券C,2017-03-15,债券基金
7032,004047,华夏新锦顺混合C,2017-02-16,混合式基金
7033,004049,华夏新锦汇混合C,2017-03-08,混合式基金
7034,004051,华夏新锦升混合C,2017-05-31,混合式基金
7035,004053,华夏鼎智债券C,2017-01-20,债券基金
7036,004055,华夏鼎实债券C,2017-06-15,债券基金
7037,004062,华夏鼎隆债券C,2017-02-16,债券基金
7038,004068,中融鑫回报混合C,2016-12-22,混合式基金
7039,004070,南方全指证券联接C,2017-03-08,联接基金
7040,004073,金元金通宝B,2017-01-20,货币基金
7041,004078,金信民发货币B,2016-12-16,货币基金
7042,004080,万家鑫丰C,2017-01-18,债券基金
7043,004082,国联安鑫乾混合C,2017-03-02,混合式基金
7044,004084,国联安鑫隆混合C,2017-03-03,混合式基金
7045,004086,工银国债(7-10年)指数C,2017-01-04,债券基金
7046,004090,汇添富鑫瑞债券C,2016-12-26,债券基金
7047,004092,博时沪港深价值优选C,2017-01-25,混合式基金
7048,004095,招商丰诚灵活混合C,2017-01-10,混合式基金
7049,004103,信诚稳悦C,2017-02-10,债券基金
7050,004105,信诚稳鑫C,2017-03-02,债券基金
7051,004107,信诚稳丰C,2017-01-23,债券基金
7052,004109,信诚稳泰C,2017-02-16,债券基金
7053,004111,信诚至盛C,2017-08-30,混合式基金
7054,004114,华泰柏瑞泰利混合C,2017-01-13,混合式基金
7055,004130,国联安鑫汇混合C,2017-03-01,混合式基金
7056,004132,国联安鑫发混合C,2017-03-02,混合式基金
7057,004137,博时合惠货币,2017-01-13,货币基金
7058,004143,招商盛合灵活混合C,2017-03-01,混合式基金
7059,004145,上投安丰回报C,2017-01-18,混合式基金
7060,004147,上投安泽回报C,2017-01-18,混合式基金
7061,004150,博时鑫惠混合C,2017-01-10,混合式基金
7062,004152,先锋日添利B,2017-04-14,货币基金
7063,004154,信诚新悦B,2016-12-29,混合式基金
7064,004156,信诚至泰C,2017-06-06,混合式基金
7065,004158,信诚至诚B,2017-03-10,混合式基金
7066,004160,中欧天启债券C,2017-01-25,债券基金
7067,004162,国泰中国企业信用精选债券A美元现汇,2017-09-13,债券基金
7068,004163,国泰中国企业信用精选债券A美元现钞,2017-09-13,债券基金
7069,004164,国泰中国企业信用精选债券C人民币,2017-09-13,债券基金
7070,004167,安信活期宝B,2016-12-22,货币基金
7071,004170,万家现金增利B,2017-02-13,货币基金
7072,004172,信诚永益C,2017-01-25,混合式基金
7073,004176,博时鑫泰混合C,2016-12-29,混合式基金
7074,004177,平安惠裕C,2017-03-10,债券基金
7075,004179,丰润货币B,2017-03-10,货币基金
7076,004181,南方宏元C,2017-01-18,债券基金
7077,004186,江信增利货币B,2017-08-03,货币基金
7078,004191,招商沪深300指数C,2017-02-10,股票基金
7079,004193,招商中证500指数C,2017-05-17,股票基金
7080,004195,招商中证1000指数C,2017-03-03,股票基金
7081,004197,泓德裕鑫一年定开债券C,2017-05-24,债券基金
7082,004199,华富天益货币B,2017-01-25,货币基金
7083,004201,华夏财富宝B,2016-12-27,货币基金
7084,004204,上投岁岁金定开债C,2017-04-10,债券基金
7085,004208,交银启通灵活配置混合C,2017-02-24,混合式基金
7086,004210,前海开源货币E,2017-01-13,货币基金
7087,004215,鑫利宝货币B,2017-01-25,货币基金
7088,004217,兴业安润货币B,2017-01-06,货币基金
7089,004220,长信纯债壹号C,2017-01-09,债券基金
7090,004221,长信量化先锋混合C,2017-01-09,混合式基金
7091,004226,国寿安保稳诚混合C,2017-01-20,混合式基金
7092,004228,泰信鑫利混合C,2017-05-25,混合式基金
7093,004231,中欧成长C,2017-01-12,混合式基金
7094,004232,中欧价值C,2017-01-12,混合式基金
7095,004233,中欧盛世C,2017-01-12,混合式基金
7096,004234,中欧数据挖掘混合C,2017-01-19,混合式基金
7097,004235,中欧价值智选C,2017-01-19,混合式基金
7098,004236,中欧动力C,2017-01-19,混合式基金
7099,004237,中欧蓝筹C,2017-01-12,混合式基金
7100,004241,中欧时代先锋股票C,2017-01-19,股票基金
7101,004243,广发道琼斯石油指数(QDII-LOF)C人民币,2017-02-28,股票基金
7102,004247,德邦锐乾债券C,2017-01-18,债券基金
7103,004251,华夏惠利货币B,2017-02-10,货币基金
7104,004252,国泰安益灵活配置混合C,2017-02-24,混合式基金
7105,004253,国泰黄金ETF联接C,2017-05-02,联接基金
7106,004255,民生加银汇鑫一年定开债C,2017-04-25,债券基金
7107,004256,民生加银汇鑫一年定开债D,2017-04-25,债券基金
7108,004259,国寿安保稳嘉混合C,2017-02-10,混合式基金
7109,004262,招商招禧宝货币B,2017-03-29,货币基金
7110,004267,金鹰持久增利E,2017-01-20,债券基金
7111,004269,中信建投睿康C,2017-04-26,混合式基金
7112,004271,汇添富民丰回报混合C,2017-09-27,混合式基金
7113,004273,中融量化小盘股票C,2017-05-17,股票基金
7114,004275,浦银安盛安恒回报定开混合C,2018-08-09,混合式基金
7115,004277,浦银安盛安和回报定开混合C,2017-03-23,混合式基金
7116,004280,国寿安保稳荣混合C,2017-02-10,混合式基金
7117,004286,华富天盈货币B,2017-03-03,货币基金
7118,004289,博时新财富C,2017-01-23,混合式基金
7119,004291,前海开源顺和债券C,2017-08-03,债券基金
7120,004296,中欧天尚债券C,2017-03-08,债券基金
7121,004298,长盛盛淳混合C,2017-02-23,混合式基金
7122,004300,长盛盛泽混合C,2017-02-16,混合式基金
7123,004302,国寿安保稳信混合C,2017-03-08,混合式基金
7124,004304,长盛盛德混合C,2017-03-03,混合式基金
7125,004306,长盛盛禧混合C,2017-03-02,混合式基金
7126,004309,长盛盛享混合C,2017-02-24,混合式基金
7127,004311,长盛盛瑞混合C,2017-02-27,混合式基金
7128,004313,长盛盛兴混合C,2017-02-16,混合式基金
7129,004315,前海开源沪港深新硬件C,2017-03-13,混合式基金
7130,004317,前海开源沪港深裕鑫C,2017-03-23,混合式基金
7131,004319,国寿安保尊裕优化回报债券C,2017-03-23,债券基金
7132,004327,国联安鑫怡混合C,2017-03-07,混合式基金
7133,004329,信诚永鑫C,2017-02-24,混合式基金
7134,004331,太平日日鑫货币B,2017-03-15,货币基金
7135,004333,金鹰元盛债券E,2017-02-14,债券基金
7136,004337,长盛盛乾C,2017-03-20,混合式基金
7137,004339,长盛盛弘C,2017-03-20,混合式基金
7138,004342,南方300联接C,2017-02-23,联接基金
7139,004343,南方创业板ETF联接C,2017-02-23,联接基金
7140,004344,南方大数据100指数C,2017-02-23,股票基金
7141,004345,南方深证成份ETF联接C,2017-02-23,联接基金
7142,004346,南方小康C,2017-02-23,联接基金
7143,004347,南方500信息ETF发起式联接C,2017-02-23,联接基金
7144,004348,南方中证500ETF联接(LOF)C,2017-02-23,联接基金
7145,004356,嘉实6个月理财债券E,2017-06-19,货币基金
7146,004360,创金合信量化核心混合C,2017-03-27,混合式基金
7147,004362,上投安通回报C,2017-04-26,混合式基金
7148,004364,东方臻悦纯债债券C,2017-05-25,债券基金
7149,004367,博时汇享纯债债券C,2017-02-28,债券基金
7150,004369,前海开源聚财宝B,2017-02-17,货币基金
7151,004373,金鹰增益货币B,2017-03-20,货币基金
7152,004375,华泰保兴吉年丰C,2017-03-24,混合式基金
7153,004379,信诚永丰C,2017-03-01,混合式基金
7154,004381,信诚永利C,2017-02-28,混合式基金
7155,004384,平安大华添益债券C,2017-05-24,债券基金
7156,004387,广发汇安18个月定期债券C,2017-03-31,债券基金
7157,004391,平安转型创新混合C,2017-04-14,混合式基金
7158,004398,融通现金宝货币B,2017-02-24,货币基金
7159,004399,融通汇财宝货币E,2017-03-13,货币基金
7160,004401,金信民兴债券C,2017-03-08,债券基金
7161,004402,金信民旺债券C,2017-12-04,债券基金
7162,004404,平安股息精选沪港深C,2017-05-17,股票基金
7163,004406,国寿安保稳寿混合C,2017-08-01,混合式基金
7164,004407,消费ETF联接C,2017-03-01,联接基金
7165,004408,招商深证100C,2017-03-01,股票基金
7166,004409,深TMT联接C,2017-02-23,联接基金
7167,004410,招商央视50C,2017-02-23,股票基金
7168,004415,泰达宏利京天宝货币B,2017-03-10,货币基金
7169,004416,博时银智大数据100C,2017-09-15,股票基金
7170,004417,兴全货币B,2017-03-31,货币基金
7171,004420,汇添富美元债债券(QDII)人民币C,2017-04-20,债券基金
7172,004421,汇添富美元债债券(QDII)美元现汇A,2017-04-20,债券基金
7173,004422,汇添富美元债债券(QDII)美元现汇C,2017-04-20,债券基金
7174,004426,德邦锐祺债券C,2017-06-21,债券基金
7175,004428,交银增利增强债券C,2017-06-02,债券基金
7176,004433,南方有色金属联接C,2017-09-08,联接基金
7177,004435,博时逆向投资混合C,2017-04-14,混合式基金
7178,004437,添富年年泰定开混合C,2017-04-14,混合式基金
7179,004440,新华安享惠钰定开C,2018-02-02,债券基金
7180,004444,南方荣知C,2017-06-15,混合式基金
7181,004447,南方荣年C,2017-07-13,混合式基金
7182,004452,添富年年丰定开混合C,2017-04-20,混合式基金
7183,004454,前海开源盈鑫C,2017-03-21,混合式基金
7184,004455,中欧康裕混合C,2017-03-15,混合式基金
7185,004465,万家玖盛纯债C,2017-06-07,债券基金
7186,004468,建信瑞福添利混合C,2017-05-25,混合式基金
7187,004470,汇添富鑫益定开债C,2017-04-20,债券基金
7188,004474,前海开源尊享B,2017-06-12,货币基金
7189,004483,泰达宏利港股通股票C,2017-05-17,股票基金
7190,004485,泰达宏利业绩股票C,2017-09-06,股票基金
7191,004490,海富通欣悦混合,2017-07-13,混合式基金
7192,004494,华泰保兴货币B,2017-04-20,货币基金
7193,004497,前海开源多元策略混合C,2017-07-03,混合式基金
7194,004510,九泰久盛量化先锋混合C,2017-05-16,混合式基金
7195,004512,海富通富睿混合,2017-05-10,混合式基金
7196,004516,德邦弘利货币B,2017-07-12,货币基金
7197,004519,信诚新丰B,2017-07-07,混合式基金
7198,004522,安信工业4.0混合C,2017-07-20,混合式基金
7199,004529,长盛盛通纯债C,2017-05-23,债券基金
7200,004533,民生加银中证港股通高股息C,2017-06-02,股票基金
